,ricf_oid,ba_cn,ba_nfe,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine_this,fa_dinu_this,cf_govc,fp_tt_end,Government-Link,Scope,Province
308,213,中国出生缺陷干预救助基金会,6,0,2,公募基金会,2011-08-30,6.0,3A,"5,544,955.44","2,066,070.74","100,100,000.00","171,943,157.86",GLF,National,Beijing
309,2034,沈阳市职工爱心慈善基金会,1,0,1,公募基金会,2006-09-19,25.0,5A,"7,181,402.90",0.00,"269,541.93","34,928,436.21",GLF,Regional,Liaoning
310,2217,浙江圣奥慈善基金会,4,0,0,非公募基金会,2011-09-02,11.0,未参评,0.00,"2,200,800.00",0.00,"2,339,331.14",NGF,Regional,Zhejiang
311,2206,浙江光盐爱心基金会,0,0,0,非公募基金会,2010-12-23,20.0,未参评,0.00,"903,264.40",0.00,"520,805.50",NGF,Regional,Zhejiang
312,2045,河北省东海爱心助学基金会,0,0,0,非公募基金会,2007-07-18,6.0,未参评,0.00,"300,000.00",0.00,"2,030,266.73",NGF,Regional,Hebei
313,3753,甘肃省社会扶贫爱心捐助基金会,2,0,0,公募基金会,2014-04-01,8.0,未参评,0.00,"1,943,476.30","350,000.00","5,038,682.61",GLF,Regional,Gansu
314,1050,大连市洁华艺术人才基金会,0,0,0,非公募基金会,2004-11-15,5.0,未参评,0.00,0.00,0.00,"1,434,497.70",GLF,Regional,Liaoning
315,106,上海文化发展基金会,21.0,0,0.0,公募基金会,1992年08月10日,12.0,未参评,22091253.82,0.0,120100550.0,298057356.67,GLF,Regional,Shanghai
316,3555,石家庄市佛教慈善基金会,3,0,0,非公募基金会,2013-05-10,13.0,未参评,"679,500.00","274,343.00",0.00,"2,183,152.36",GLF,Regional,Hebei
317,2212,浙江华汇建设美好生活基金会,1,0,0,非公募基金会,2011-03-01,15.0,未参评,0.00,"165,745.00",0.00,"3,064,381.35",NGF,Regional,Zhejiang
318,2220,浙江大学教育基金会,52,0,1,非公募基金会,2006-07-27,14.0,5A,"352,880,041.30",0.00,0.00,"2,037,849,384.05",GLF,National,Zhejiang
319,2261,浙江省南海实验学校伟兴教育发展基金会,0,0,0,非公募基金会,2012-04-16,7.0,未参评,"85,000.00",0.00,0.00,"5,078,754.83",GLF,Regional,Zhejiang
320,76,上海市拥军优属基金会,13.0,0,0.0,公募基金会,1995年04月07日,21.0,3A,913150.0,11887300.0,14647950.0,776916976.14,GLF,Regional,Shanghai
321,1866,比亚迪慈善基金会,3,0,0,非公募基金会,2010-07-19,13.0,3A,"5,244,360.00","11,616,582.50",0.00,"27,298,444.49",NGF,National,Guangdong
322,2931,衢州市孔子教育基金会,0,0,0,公募基金会,2006-06-07,13.0,未参评,0.00,"7,494,750.00",0.00,"6,321,672.63",GLF,Regional,Zhejiang
323,131,上海现代服务业发展研究基金会,2.0,0,0.0,公募基金会,2012年04月09日,16.0,未参评,2761494.29,0.0,0.0,25665878.81,GLF,Regional,Shanghai
324,2070,河北省职工互助基金会,4,0,0,非公募基金会,2011-12-20,15.0,5A,"100,000.00",0.00,0.00,"7,489,436.88",GLF,Regional,Hebei
325,2975,贵州省禁毒基金会,0,4,0,公募基金会,2012-06-15,10.0,未参评,0.00,"3,600.00",0.00,"16,994,825.63",GLF,Regional,Guizhou
326,1819,杭州市西湖区教育基金会,0,0,0,公募基金会,2011-07-04,6.0,未参评,0.00,0.00,0.00,"20,928,929.22",GLF,Regional,Zhejiang
327,73,上海市建国社会公益基金会,3.0,0,0.0,非公募基金会,1993年06月18日,5.0,未参评,0.0,4594680.49,0.0,54532292.96,NGF,Regional,Shanghai
328,2199,浙江一开慈善基金会,0,0,0,非公募基金会,2007-02-12,10.0,--,0.00,0.00,0.00,"39,000.00",NGF,Regional,Zhejiang
329,17,上海中欧国际工商学院教育发展基金会,6.0,0,0.0,非公募基金会,2005年03月28日,24.0,未参评,17503164.03,15745161.28,0.0,156540300.59,NGF,Regional,Shanghai
330,14,上海东方文化艺术基金会,4.0,0,0.0,非公募基金会,2009年05月14日,5.0,未参评,0.0,0.0,0.0,1590245.08,GLF,Regional,Shanghai
331,3568,上海洋泾社区公益基金会,3.0,0,0.0,公募基金会,2013年08月09日,9.0,未参评,700000.0,918510.83,0.0,5057497.11,GLF,Regional,Shanghai
332,212,中国农业大学教育基金会,6,0,1,非公募基金会,2009-09-02,21.0,4A,"41,577,992.25","5,011.00",0.00,"111,011,826.89",GLF,National,Beijing
333,3074,鄂尔多斯市成吉思汗基金会,0,0,0,非公募基金会,1991-07-05,9.0,3A,0.00,0.00,"3,600,000.00","4,542,698.98",GLF,Regional,Neimenggu
334,2720,白银市社会救助基金会,1,2,0,公募基金会,2008-06-27,10.0,2A,0.00,0.00,0.00,"1,016,112.36",GLF,Regional,Gansu
335,1092,天津市福老基金会,4,0,0,公募基金会,2008-12-28,5.0,4A,0.00,0.00,0.00,"24,475,198.95",GLF,Regional,Tianjin
336,128,上海海洋大学教育发展基金会,0.0,0,0.0,非公募基金会,2012年03月29日,14.0,未参评,337800.0,0.0,0.0,5362306.98,GLF,Regional,Shanghai
337,395,兰坪县大通照昀教育发展基金会,0,0,0,非公募基金会,2013-06-05,6.0,未参评,"71,150.00","4,000.00",0.00,"2,648.82",NGF,Regional,Yunnan
338,96,上海市青浦区教育基金会,4.0,0,0.0,公募基金会,2007年06月08日,24.0,未参评,0.0,3339432.24,0.0,30427941.75,GLF,Regional,Shanghai
339,233,中国少年儿童文化艺术基金会,12,0,0,公募基金会,1991-03-05,11.0,3A,"23,038,952.57",0.00,0.00,"33,575,965.51",GLF,National,Beijing
340,45,上海夏征农民族文化教育发展基金会,3.0,0,0.0,非公募基金会,2008年05月30日,23.0,未参评,0.0,4398478.56,5485000.0,4766230.18,NGF,Regional,Shanghai
341,2831,福建运盛青年基金会,0,0,0,非公募基金会,1993-05-24,16.0,5A,0.00,0.00,"220,000.00","3,654,225.01",GLF,Regional,Fujian
342,3319,黑龙江省公安民警英烈基金会,2,2,0,公募基金会,2005-02-28,25.0,未参评,"1,740,000.00","11,237,833.10",0.00,"49,889,317.44",GLF,Regional,Heilongjiang
343,145,上海视觉艺术学院教育发展基金会,0.0,0,0.0,非公募基金会,2012年12月05日,9.0,未参评,0.0,31300000.0,0.0,130682619.34,GLF,Regional,Shanghai
344,102,上海思麦公益基金会,4.0,0,0.0,非公募基金会,2011年12月19日,15.0,未参评,1369511.89,115180.34,0.0,2611780.64,NGF,Regional,Shanghai
345,3350,宁夏回族自治区残疾人福利基金会,4,1,1,公募基金会,1985-04-09,47.0,4A,0.00,"3,144,000.00","500,000.00","15,648,948.42",GLF,Regional,Ningxia
346,3336,黑龙江省齐齐哈尔市公安民警救助基金会,0,4,0,公募基金会,2013-05-14,10.0,未参评,0.00,0.00,0.00,"13,742,389.02",GLF,Regional,Heilongjiang
347,4009,重庆市阳光公益事业基金会,4,0,0,非公募基金会,2014-09-01,5.0,未参评,"23,755,928.18",0.00,0.00,"2,064,110.57",NGF,Regional,Chongqing
348,3674,上海诺亚公益基金会,7.0,0,0.0,非公募基金会,2014年02月21日,5.0,未参评,6386864.39,7958.0,0.0,14551188.2,NGF,Regional,Shanghai
349,1869,永安市第一中学教育基金会,0,0,0,非公募基金会,2009-04-29,25.0,未参评,0.00,"66,953.40",0.00,"4,322,559.44",GLF,Regional,Fujian
350,307,云南三益文化国防基金会,8,0,0,非公募基金会,2010-01-14,19.0,5A,0.00,"345,900.00",0.00,"3,644,089.60",GLF,Regional,Yunnan
351,3338,黑龙江飞鹤乳业有限公司助学基金会,1,0,0,非公募基金会,2006-08-28,5.0,4A,0.00,0.00,0.00,"10,235,555.24",NGF,Regional,Heilongjiang
352,147,上海郑桓公文化研究基金会,2.0,0,0.0,非公募基金会,2010年08月26日,13.0,未参评,0.0,0.0,0.0,11495698.04,NGF,Regional,Shanghai
353,2314,浙江省马寅初人口福利基金会,4,0,0,公募基金会,1994-09-06,13.0,4A,200.00,"1,061,924.47",0.00,"25,402,988.39",GLF,Regional,Zhejiang
354,2666,爱佑慈善基金会,42,0,0,非公募基金会,2008-05-06,21.0,5A,"239,475,374.68","112,413,155.92",0.00,"437,836,320.97",NGF,National,Beijing
355,3253,青海省关心下一代基金会,0,0,5,公募基金会,2013-09-17,16.0,未参评,"60,000.00",0.00,0.00,"5,902,084.53",GLF,Regional,Qinghai
356,149,上海钟笑炉集邮基金会,0.0,0,0.0,非公募基金会,1992年03月30日,11.0,未参评,0.0,0.0,0.0,2574214.0,GLF,Regional,Shanghai
357,36,上海唐君远教育基金会,1.0,0,0.0,非公募基金会,1999年05月27日,13.0,5A,0.0,5693026.54,0.0,208132445.12,NGF,Regional,Shanghai
358,3430,重庆缙云山养生慈爱基金会,2,0,0,非公募基金会,2007-09-24,5.0,2A,"1,042,900.00","102,000.00",0.00,"3,780,406.47",NGF,Regional,Chongqing
359,3206,陕西省红十字基金会,5,1,0,公募基金会,2009-03-31,7.0,3A,0.00,"5,201,568.00",0.00,"15,914,101.31",GLF,Regional,Shaanxi
360,1805,杭州市关心下一代基金会,0,0,0,公募基金会,1994-12-03,13.0,未参评,0.00,0.00,0.00,"21,565,118.48",GLF,Regional,Zhejiang
361,892,台州职业技术学院涌泉奖助基金会,0,0,0,非公募基金会,2007-04-20,9.0,4A,0.00,"771,110.71",0.00,"9,720,209.90",GLF,Regional,Zhejiang
362,325,云南振英润云公益基金会,1,0,0,非公募基金会,2013-12-20,5.0,未参评,"184,501.00","1,545,174.40",0.00,"2,729,534.62",NGF,Regional,Yunnan
363,185,中华思源工程扶贫基金会,41,1,1,公募基金会,2007-03-22,20.0,4A,"214,451,990.91","41,050.49","1,200,000.00","254,533,982.98",GLF,National,Beijing
364,310,云南农业大学有勇奖学基金会,1,0,0,非公募基金会,2012-10-26,11.0,未参评,0.00,"600,000.00",0.00,"1,935,824.25",GLF,Regional,Yunnan
365,3883,重庆市桃源居社区发展基金会,1,0,0,非公募基金会,2014-06-20,5.0,未参评,0.00,"120,000.00",0.00,"5,012,368.84",NGF,Regional,Chongqing
366,267,中国绿色碳汇基金会,16,0,0,公募基金会,2010-07-19,14.0,4A,"53,153,126.41","227,493.00","600,000.00","154,995,985.36",GLF,National,Beijing
367,3509,陕西赵季平音乐艺术基金会,6,0,0,公募基金会,2013-07-08,5.0,未参评,0.00,0.00,0.00,"22,991,546.11",GLF,Regional,Shaanxi
368,29,上海华杰仁爱基金会,0.0,0,0.0,非公募基金会,2005年04月04日,9.0,未参评,0.0,515500.0,0.0,3138272.2,NGF,Regional,Shanghai
369,115,上海民建扶帮公益基金会,0.0,8,0.0,非公募基金会,2009年07月31日,17.0,3A,4557479.8,4766621.0,0.0,23753349.84,GLF,Regional,Shanghai
370,3731,朝阳市教育基金会,5,0,0,公募基金会,2014-03-11,19.0,1A,0.00,"1,664,130.28",0.00,"7,187,885.95",GLF,Regional,Liaoning
371,2738,石家庄市志愿服务基金会,3,2,0,非公募基金会,2011-03-29,25.0,5A,"444,536.11",0.00,0.00,"7,682,300.35",GLF,Regional,Hebei
372,2868,胡文虎基金会(福建),--,--,--,,1993年10月01日,,--,0.00,"2,500,000.00",0.00,"3,029,627.04",NGF,Regional,Fujian
373,20,上海仁德基金会,9.0,0,0.0,公募基金会,2011年12月07日,10.0,未参评,33394863.81,977087.0,0.0,21458584.93,NGF,Regional,Shanghai
374,2492,温州市警察基金会,2,0,0,公募基金会,2011-10-16,6.0,--,0.00,0.00,0.00,"14,790,246.67",GLF,Regional,Zhejiang
375,1625,广西壮族自治区扶贫基金会,8,0,1,,1995年03月17日,,4A,0.00,"1,830,601.65","200,000.00","19,116,439.00",GLF,Regional,Guangxi
376,1625,广西扶贫基金会,8,0,1,公募基金会,1995-04-17,21.0,,0.00,"1,830,601.65","200,000.00","19,116,439.00",GLF,Regional,Guangxi
377,1641,广西见义勇为基金会,4,1,0,公募基金会,发起人,21.0,5A,0.00,"1,810,200.00","3,000,000.00","25,901,448.93",GLF,Regional,Guangxi
378,865,厦门工商旅游学校教育基金会,1,2,0,非公募基金会,2006-12-29,10.0,未参评,0.00,"5,000.00",0.00,"2,078,459.99",GLF,Regional,Fujian
379,182,中华国际医学交流基金会,11,0,0,公募基金会,1988-06-13,12.0,3A,0.00,"116,304,135.02",0.00,"118,529,887.34",GLF,National,Beijing
380,3221,陕西纯山教育基金会,9,0,0,非公募基金会,2006-09-15,7.0,4A,"3,552,578.54","522,071.97","200,000.00","5,963,249.72",NGF,Regional,Shaanxi
381,410,内蒙古乌拉特后旗盛安爱心济困基金会,3,0,0,非公募基金会,2012-04-17,11.0,3A,0.00,0.00,0.00,"2,003,994.27",NGF,Regional,Neimenggu
382,2031,沈阳市公安英烈暨民警救助基金会,4,0,0,,2009年04月21日,,3A,0.00,"12,000,000.00",0.00,"17,758,300.52",GLF,Regional,Liaoning
383,2031,沈阳市公安民警英烈救助基金会,4,0,0,公募基金会,2009-04-21,5.0,,0.00,"12,000,000.00",0.00,"17,758,300.52",GLF,Regional,Liaoning
384,2232,浙江广天日月鲍林春建设科技基金会,0,0,0,非公募基金会,2007-11-27,5.0,未参评,0.00,0.00,0.00,"13,808,368.88",NGF,Regional,Zhejiang
385,3584,浙江钟伟嵊泗中学教育基金会,0,0,0,非公募基金会,2013-10-20,8.0,--,0.00,"65,000.00",0.00,"3,239,789.07",NGF,Regional,Zhejiang
386,346,云南省绿色环境发展基金会,9,0,1,公募基金会,2008-01-14,15.0,4A,"11,301,106.32",0.00,0.00,"12,280,406.85",GLF,Regional,Yunnan
387,2850,绍兴市见义勇为基金会,1,0,0,公募基金会,1989-02-10,17.0,未参评,0.00,"1,230,500.00","428,000.00","15,022,578.63",GLF,Regional,Zhejiang
388,3337,黑龙江省齐齐哈尔市残疾人福利基金会,7,0,0,公募基金会,2012-09-04,10.0,--,0.00,"892,305.92",0.00,"5,579,818.22",GLF,Regional,Heilongjiang
389,3190,陕西省宝鸡市老龄事业发展基金会,4,0,0,公募基金会,1989-08-12,16.0,1A,0.00,"87,600.00","283,000.00","4,857,821.00",GLF,Regional,Shaanxi
390,271,中国航天基金会,12,0,0,公募基金会,1995-03-01,18.0,3A,"1,300,000.00","6,300,130.00",0.00,"123,748,248.41",GLF,National,Beijing
391,2270,浙江省妇女儿童基金会,12,0,0,公募基金会,1981-04-04,25.0,4A,"11,202,353.19","447,420.93",0.00,"13,252,375.02",GLF,Regional,Zhejiang
392,256,中国癌症基金会,29,0,0,公募基金会,1984-10-26,19.0,4A,"4,285,512,865.25","5,186,065.42","1,350,000.00","1,249,722,912.32",GLF,National,Beijing
393,95,上海市青年创业就业基金会,2.0,0,0.0,公募基金会,2010年02月02日,15.0,未参评,0.0,601620.0,0.0,18949403.5,GLF,Regional,Shanghai
394,2693,甘肃恒滨未来四方书画教育发展基金会,0,3,0,非公募基金会,2009-06-19,9.0,未参评,0.00,0.00,0.00,"3,334,573.12",NGF,Regional,Gansu
395,3939,上海谢晋电影艺术基金会,0.0,0,0.0,非公募基金会,2014年08月06日,12.0,未参评,0.0,0.0,0.0,2071168.68,NGF,Regional,Shanghai
396,3291,马海德基金会,0,0,0,非公募基金会,1989-12-26,13.0,1A,0.00,"1,281,746.60",0.00,"9,162,286.37",NGF,National,Beijing
397,2755,福建农林大学安溪茶学院教育发展基金会,1,0,0,非公募基金会,2013-11-08,7.0,未参评,0.00,"43,213.00",0.00,"9,504,596.35",GLF,Regional,Fujian
398,3252,青海妇女儿童发展基金会,1,2,0,公募基金会,2010-12-24,10.0,未参评,0.00,"11,294,730.29",0.00,"17,311,941.92",GLF,Regional,Qinghai
399,2215,浙江同一慈善基金会,1,0,0,非公募基金会,2012-03-06,5.0,未参评,0.00,"20,000.00",0.00,"603,104.83",NGF,Regional,Zhejiang
400,3088,重庆市南川区教育基金会,1,0,0,非公募基金会,2010-07-07,17.0,2A,"1,363,753.10",0.00,0.00,"2,348,971.11",GLF,Regional,Chongqing
401,951,哈尔滨商业大学教育发展基金会,6,0,0,非公募基金会,2012-09-28,12.0,未参评,"813,659.00","15,000.00",0.00,"7,999,844.77",GLF,Regional,Heilongjiang
402,948,呼和浩特市赛罕区新希望教育发展基金会,0,0,0,非公募基金会,2009-07-23,6.0,未参评,0.00,"300,000.00",0.00,"2,033,891.74",NGF,Regional,Neimenggu
403,2960,贵州省体育发展基金会,2,1,0,公募基金会,2011-12-07,3.0,未参评,0.00,"2,594,440.00",0.00,"5,006,532.59",GLF,Regional,Guizhou
404,67,上海市大学生科技创业基金会,6.0,0,0.0,公募基金会,2006年08月15日,15.0,4A,1000000.0,0.0,18000000.0,1266805471.2,GLF,Regional,Shanghai
405,2278,浙江省幸福助老基金会,0,0,0,非公募基金会,2013-04-11,7.0,未参评,0.00,"668,340.00","100,000.00","1,712,716.19",NGF,Regional,Zhejiang
406,2080,河北进德公益基金会,26,1,0,非公募基金会,2011-05-31,7.0,4A,"13,873,566.76","430,070.23",0.00,"11,674,135.18",NGF,Regional,Hebei
407,3248,青海省三工公益基金会,--,--,--,,2013年12月31日,,--,0.00,"293,829.00",0.00,"3,109,873.65",NGF,Regional,Qinghai
408,3248,青海三工公益基金会,0,0,0,非公募基金会,2013-12-20,7.0,,0.00,"293,829.00",0.00,"3,109,873.65",NGF,Regional,Qinghai
409,34,上海向阳公益基金会,3.0,0,0.0,非公募基金会,2011年11月07日,5.0,未参评,0.0,0.0,0.0,11822039.77,GLF,Regional,Shanghai
410,2763,福建大丰文化基金会,6,0,0,非公募基金会,1991-01-08,5.0,4A,"300,000.00","764,272.00",0.00,"12,788,967.38",NGF,Regional,Fujian
411,2938,西安交通大学教育基金会,10,0,0,公募基金会,发起人,18.0,4A,"85,815,481.43","18,306,321.80",0.00,"186,039,181.82",GLF,Regional,Shaanxi
412,3579,河南省金阳光慈善救助基金会,7,0,0,非公募基金会,2013-09-09,5.0,未参评,0.00,"137,500.00",0.00,"2,055,328.55",NGF,Regional,Henan
413,1773,昆明市社会治安基金会,3,0,0,公募基金会,1994-02-26,7.0,未参评,0.00,0.00,0.00,"9,155,344.90",GLF,Regional,Yunnan
414,3075,鄂尔多斯市残疾人福利基金会,0,1,0,公募基金会,2007-09-26,5.0,未参评,0.00,"2,660.00",0.00,"4,150,322.40",GLF,Regional,Neimenggu
415,3032,辽宁省闽商公益基金会,6,0,0,非公募基金会,2012-08-29,7.0,未参评,"10,148,296.88","200,000.00",0.00,"10,074,534.06",GLF,Regional,Liaoning
416,2223,浙江宏达教育基金会,0,0,0,非公募基金会,2012-11-13,6.0,未参评,0.00,"6,555,219.70",0.00,"24,186,964.79",NGF,Regional,Zhejiang
417,2087,河南牧野文化基金会,0,0,0,非公募基金会,2012-03-23,5.0,未参评,0.00,"1,855,300.00",0.00,"3,709,465.79",GLF,Regional,Henan
418,2116,河南省宋河老子国学教育基金会,5,0,1,非公募基金会,2010-07-22,5.0,未参评,0.00,"10,000.00",0.00,"23,057,410.26",NGF,Regional,Henan
419,3297,鲁山县人民教育基金会,4,0,0,公募基金会,2008-01-18,10.0,未参评,"199,836.00",0.00,0.00,"4,044,690.04",GLF,Regional,Henan
420,3677,天津市仁爱教育基金会,0,0,0,非公募基金会,2014-02-27,5.0,未参评,0.00,"40,000.00",0.00,"2,063,183.91",NGF,Regional,Tianjin
421,2114,河南省天慈公益基金会,3,0,0,非公募基金会,2009-05-12,10.0,未参评,"66,000.00",0.00,0.00,"2,187,036.11",NGF,Regional,Henan
422,1058,天津南开大学教育基金会,15,1,1,非公募基金会,2004-06-02,16.0,5A,"72,705,411.25",0.00,0.00,"160,192,430.89",GLF,Regional,Tianjin
423,174,东阳市社会治安综合治理基金会,2,1,0,非公募基金会,1995-07-05,9.0,未参评,0.00,0.00,0.00,"3,467,397.16",GLF,Regional,Zhejiang
424,2308,浙江省阳光教育基金会,5,0,0,非公募基金会,2010-08-11,13.0,4A,"2,063,262.80","600,000.00","100,000.00","14,212,791.31",NGF,Regional,Zhejiang
425,4167,上海乐三兰馨教育发展基金会,2.0,0,0.0,非公募基金会,2014年12月22日,7.0,未参评,0.0,2100000.0,0.0,2098340.35,NGF,Regional,Shanghai
426,1078,天津市张君秋艺术基金会,0,0,0,非公募基金会,1998-04-22,14.0,未参评,0.00,0.00,0.00,"2,123,015.16",NGF,Regional,Tianjin
427,4141,中信改革发展研究基金会,0,0,1,非公募基金会,2014-08-07,19.0,未参评,0.00,"3,060,000.00",0.00,"46,089,413.82",NGF,National,Beijing
428,1159,宁德市教育发展基金会,3,0,0,公募基金会,2011-08-05,5.0,未参评,0.00,"69,000.00",0.00,"4,320,081.13",GLF,Regional,Fujian
429,2098,河南省儿童希望救助基金会,14,0,0,非公募基金会,2010-03-29,5.0,未参评,"9,913,089.52","1,052,463.62",0.00,"9,399,809.20",NGF,Regional,Henan
430,4120,上海至美公益基金会,3.0,0,0.0,非公募基金会,2014年12月05日,5.0,未参评,264500.0,10000000.0,0.0,18544812.18,NGF,Regional,Shanghai
431,227,中国国际文化交流基金会,1,0,0,公募基金会,1984-07-05,5.0,3A,"13,613,645.30",0.00,0.00,"44,773,802.72",GLF,National,Beijing
432,235,中国志愿服务基金会,16,0,2,公募基金会,2009-02-16,16.0,4A,"9,923,210.00","3,669,722.44",0.00,"90,363,963.04",GLF,National,Beijing
433,356,西双版纳州热带雨林保护基金会,4,0,0,公募基金会,2010-06-21,19.0,3A,0.00,"190,000.00",0.00,"6,673,300.91",GLF,Regional,Yunnan
434,1628,广西师范大学教育发展基金会,5,0,0,非公募基金会,2006-11-28,19.0,5A,"2,705,669.10",0.00,0.00,"39,917,646.29",GLF,Regional,Guangxi
435,3880,上海市国防教育基金会,2.0,0,0.0,公募基金会,2014年07月03日,20.0,未参评,800000.0,1701500.0,0.0,6003188.73,GLF,Regional,Shanghai
436,2106,河南省南阳张仲景基金会,9,0,0,公募基金会,2011-11-01,25.0,未参评,0.00,"6,525,000.00",0.00,"19,986,545.09",GLF,Regional,Henan
437,135,上海盛立公益基金会,2.0,0,0.0,非公募基金会,2012年03月29日,7.0,未参评,0.0,725100.0,0.0,4338406.49,NGF,Regional,Shanghai
438,2317,浙江硕源教育基金会,1,3,0,非公募基金会,2012-12-24,7.0,未参评,0.00,0.00,0.00,"9,509,695.89",NGF,Regional,Zhejiang
439,2191,济仁慈善基金会,8,0,0,非公募基金会,2011-11-09,10.0,未参评,0.00,"650,000.00",0.00,"20,031,531.13",NGF,National,Beijing
440,3619,云南省亚洲微电影基金会,0,0,0,公募基金会,2013-10-10,9.0,未参评,0.00,0.00,0.00,"4,900,020.05",GLF,Regional,Yunnan
441,1272,屏南县育才教育发展基金会,3,0,0,非公募基金会,2012-10-19,6.0,未参评,"62,500.00","200,000.00",0.00,"1,917,019.58",GLF,Regional,Fujian
442,2968,贵州省安顺市见义勇为基金会,1,0,0,公募基金会,2011-12-28,23.0,未参评,"170,000.00",0.00,0.00,"9,213,595.99",GLF,Regional,Guizhou
443,2066,河北师范大学教育基金会,4,0,0,非公募基金会,2010-03-05,13.0,5A,"199,050.00","1,130,669.00",0.00,"17,211,348.51",GLF,Regional,Hebei
444,3868,广西溢达杨元龙教育基金会,1,0,0,非公募基金会,2014-05-29,5.0,未参评,0.00,"245,966.40",0.00,"2,086,936.00",NGF,Regional,Guangxi
445,101,上海志成公益基金会,2.0,0,0.0,非公募基金会,2013年05月28日,5.0,未参评,0.0,0.0,0.0,5175098.05,NGF,Regional,Shanghai
446,448,内蒙古自治区残疾人福利基金会,7,1,0,公募基金会,2005-12-22,11.0,3A,"6,000,000.00","28,215,664.00","250,000.00","19,365,662.12",GLF,Regional,Neimenggu
447,3067,郑州市法律援助基金会,5,0,0,公募基金会,2013-01-18,5.0,未参评,0.00,900.00,"2,000,000.00","12,622,967.74",GLF,Regional,Henan
448,222,中国发展研究基金会,19,0,3,公募基金会,1997-11-27,17.0,4A,"98,783,446.57",0.00,"500,000.00","275,333,804.34",GLF,National,Beijing
449,2147,河南省老年文化事业发展基金会,5,0,0,公募基金会,2013-02-16,6.0,未参评,0.00,"274,876.90",0.00,"4,227,411.84",GLF,Regional,Henan
450,505,北京交通大学教育基金会,10,0,0,非公募基金会,2009-07-29,19.0,4A,"45,342,707.45","10,661,135.44",0.00,"222,307,770.24",GLF,National,Beijing
451,3029,辽宁省辽宁师范大学教育基金会,1,0,0,非公募基金会,2011-06-20,19.0,未参评,"185,954.02",0.00,0.00,"3,348,763.74",GLF,Regional,Liaoning
452,142,上海联劝公益基金会,18.0,0,0.0,公募基金会,2009年12月17日,8.0,未参评,45513333.49,15032883.58,40548.54,51351109.42,NGF,Regional,Shanghai
453,3264,青海省玉树州困难职工帮扶基金会,1,2,0,公募基金会,2011-11-25,5.0,未参评,"2,401,215.70",0.00,0.00,"3,389,254.09",GLF,Regional,Qinghai
454,1680,心和公益基金会,10,0,0,非公募基金会,2008-09-19,8.0,3A,0.00,"22,200,290.00",0.00,"50,974,434.81",NGF,National,Beijing
455,360,亨通慈善基金会,4,0,0,非公募基金会,2011-02-25,6.0,未参评,0.00,"13,654,974.92",0.00,"58,079,526.68",NGF,National,Jiangsu
456,205,中国保护消费者基金会,8,0,0,公募基金会,1989-11-27,8.0,1A,0.00,0.00,0.00,"10,264,557.91",GLF,National,Beijing
457,2378,润慈公益基金会,1,0,0,非公募基金会,2013-06-19,6.0,--,0.00,0.00,0.00,"10,494,628.45",NGF,National,Beijing
458,3184,陕西省农业发展基金会,3,0,0,非公募基金会,2005-09-13,7.0,2A,0.00,"608,374.20",0.00,"3,021,890.27",GLF,Regional,Shaanxi
459,3204,陕西省神州汉文化保护发展基金会,0,0,0,非公募基金会,2011-11-21,10.0,未参评,0.00,"250,000.00",0.00,"3,013,817.87",GLF,Regional,Shaanxi
460,71,上海市宝山区教育发展基金会,0.0,0,0.0,公募基金会,1992年06月19日,5.0,未参评,564257.37,1058400.0,0.0,9259059.74,GLF,Regional,Shanghai
461,184,中华少年儿童慈善救助基金会,47,0,0,公募基金会,2009-09-10,17.0,3A,"334,446,402.04","2,616,807.38",0.00,"288,503,065.08",GLF,National,Beijing
462,362,中国人保公益慈善基金会,3,0,0,非公募基金会,2008-03-21,9.0,--,0.00,"38,000,000.00",0.00,"114,303,471.62",NGF,National,Beijing
463,112,上海曙光中医药研究发展基金会,2.0,0,0.0,非公募基金会,2009年05月20日,23.0,4A,0.0,2662200.0,0.0,3854876.44,NGF,Regional,Shanghai
464,2310,浙江省青少年发展基金会,12,1,0,公募基金会,发起人,22.0,5A,"32,171,584.69",250.00,"200,000.00","123,629,442.69",GLF,Regional,Zhejiang
465,2265,浙江省合盛慈善基金会,0,0,0,非公募基金会,2013-11-27,9.0,未参评,0.00,0.00,0.00,"1,966,341.01",NGF,Regional,Zhejiang
466,3007,辽宁省周延慈善基金会,3,0,0,非公募基金会,2008-03-11,8.0,未参评,0.00,"199,009.00",0.00,"2,132,971.88",NGF,Regional,Liaoning
467,2131,河南省本源人文公益基金会,4,0,0,非公募基金会,2011-08-30,6.0,未参评,"150,000.00","3,049,500.00",0.00,"10,170,144.95",NGF,Regional,Henan
468,77,上海市教育发展基金会,10.0,0,0.0,公募基金会,1994年02月08日,24.0,5A,95604899.03,1202557.82,0.0,349304857.4,GLF,Regional,Shanghai
469,4054,上海科博达公益基金会,3.0,0,0.0,非公募基金会,2014年10月09日,9.0,未参评,0.0,5000000.0,0.0,6668184.94,NGF,Regional,Shanghai
470,4007,河北省道路交通事故救助基金会,10,0,0,公募基金会,2014-09-09,14.0,未参评,0.00,0.00,0.00,"437,226,789.36",GLF,Regional,Hebei
471,2987,贵州省黔南州见义勇为基金会,2,1,0,公募基金会,2012-06-15,20.0,未参评,0.00,"27,000.00","100,000.00","4,163,945.26",GLF,Regional,Guizhou
